,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
387,raudeberg,40,NO,1579874403,80,61.99,5.14,41.0,17.22
388,nandigama,10,IN,1579874405,65,16.78,80.3,82.4,3.36
389,lorengau,2,PG,1579874405,70,-2.02,147.27,83.97,6.04
390,sept-iles,20,CA,1579874405,76,50.2,-66.38,-5.8,8.75
391,takahata,51,JP,1579874407,64,38.0,140.19,35.01,5.99
392,esso,100,RU,1579874408,88,55.93,158.7,-9.94,5.73
393,guerrero negro,41,MX,1579874410,78,17.67,-100.0,58.55,0.85
394,san miguel de sema,99,ML,1579874399,5,13.3,-4.9,96.57,16.96
395,mount isa,40,GB,1579874411,81,53.66,-1.85,50.0,16.11
396,mongu,100,ZM,1579874413,58,-15.25,23.13,83.16,6.04
397,mae hong son,90,CN,1579874415,95,34.82,108.93,37.4,2.24
398,utica,90,US,1579874217,63,43.1,-75.23,34.0,8.05
399,okha,100,RU,1579874417,95,53.57,142.95,0.5,11.88
400,zaidpur,3,IN,1579874418,67,26.83,81.33,59.0,2.24
401,altus,40,US,1579874419,45,34.64,-99.33,33.8,3.36
402,saraza,51,PH,1579874419,81,8.74,117.78,81.68,14.54
403,rio claro,75,GR,1579874419,58,38.3,21.78,57.2,8.05
404,vaxjo,75,SE,1579874420,100,56.88,14.81,43.0,11.41
405,straumen,75,NO,1579874420,77,63.87,11.3,36.0,20.8
406,port hardy,100,CD,1579874382,80,-7.03,29.76,77.22,13.02
407,bay roberts,90,US,1579874420,86,43.73,-84.02,34.0,9.17
408,vostok,0,RU,1579874420,94,46.49,135.88,-14.75,5.26
409,pathein,27,MM,1579874156,63,16.78,94.73,77.11,10.94
410,angoche,26,MZ,1579874420,79,-16.23,39.91,79.97,8.1
411,bilma,0,NE,1579874421,7,18.69,12.92,78.51,10.31
412,talnakh,75,RU,1579874422,71,69.49,88.4,8.6,11.18
413,mortka,63,RU,1579874422,95,59.33,66.02,6.39,7.11
414,hailar,15,CN,1579874423,91,49.2,119.7,-12.78,4.14
415,phangnga,20,TH,1579874424,69,8.45,98.53,82.4,5.82
416,itoman,75,JP,1579874006,88,26.12,127.67,71.6,4.7
417,peleduy,100,RU,1579874027,95,59.63,112.74,1.72,5.82
418,schroeder,75,BR,1579874425,78,-26.41,-49.07,82.0,5.82
419,kulhudhuffushi,97,MV,1579874425,79,6.62,73.07,83.03,12.82
420,saint-francois,100,FR,1579874425,61,46.42,3.91,48.2,2.24
421,vila franca do campo,40,PT,1579874004,54,42.03,-8.16,62.01,3.36
422,gat,40,IL,1579874425,71,31.61,34.76,53.6,14.99
423,ohara,75,JP,1579874426,70,35.25,140.38,51.8,6.93
424,shitanjing,0,CN,1579874426,60,39.23,106.34,24.3,1.3
425,gisborne,8,NZ,1579874426,96,-38.65,178.0,57.85,2.86
426,bereda,100,ES,1579874427,62,43.27,-7.54,57.2,4.7
427,kita,0,ML,1579874428,5,13.03,-9.49,100.76,9.95
428,nago,75,JP,1579874428,88,26.59,127.98,71.6,4.7
429,lima,75,PE,1579874280,69,-12.04,-77.03,77.0,5.82
430,abalak,93,RU,1579874429,97,58.13,68.59,7.43,6.04
431,bardiyah,0,LY,1579874429,56,31.76,25.09,58.06,10.6
432,odate,75,JP,1579874430,73,40.27,140.57,24.8,12.75
433,masty,90,BY,1579874431,93,53.41,24.54,35.6,13.42
434,taoudenni,100,ML,1579874034,11,22.68,-3.98,87.73,8.32
435,cabedelo,75,BR,1579874406,70,-6.98,-34.83,86.0,11.41
436,verkhoyansk,0,RU,1579874432,88,67.54,133.38,-43.94,1.48
437,hasaki,75,JP,1579874432,70,35.73,140.83,46.4,6.93
438,galveston,1,US,1579873911,93,29.37,-94.97,51.8,3.36
439,yulara,57,AU,1579874432,21,-25.24,130.99,89.6,12.75
440,baturaja,100,ID,1579874432,98,-4.13,104.17,74.52,2.35
441,andenes,75,NO,1579874432,100,69.31,16.12,30.2,4.7
442,longonjo,75,AO,1579874433,51,-12.91,15.25,82.4,8.05
443,alberobello,0,IT,1579874433,71,40.79,17.24,59.0,12.75
444,coromandel,96,BR,1579874222,92,-18.47,-47.2,72.57,12.44
445,limbang,75,MY,1579874433,88,4.75,115.0,82.4,2.24
446,burns lake,90,US,1579874433,93,43.59,-119.05,35.6,4.7
447,miranda,75,CO,1579874433,88,3.25,-76.23,71.6,1.5
448,zhigansk,42,RU,1579874434,96,66.77,123.37,-42.07,8.14
449,graham,75,US,1579874434,100,47.05,-122.29,51.01,4.7
450,merrill,90,US,1579874434,100,45.18,-89.68,32.0,4.7
451,tapes,16,BR,1579874434,50,-30.67,-51.4,80.24,9.57
452,gorom-gorom,57,BF,1579874434,5,14.44,-0.24,92.01,17.87
453,morro bay,79,EC,1579874434,93,-2.63,-80.33,73.99,1.99
454,chulman,100,RU,1579874434,98,56.85,124.91,-25.31,2.64
455,kabakovo,75,RU,1579874434,72,54.54,56.15,14.0,11.18
456,mendi,77,PG,1579874435,98,-6.18,143.65,53.78,1.68
457,eyl,99,SO,1579874435,85,7.98,49.82,79.18,23.53
458,kinston,90,US,1579874435,100,35.26,-77.58,48.2,5.82
459,turan,75,VN,1579874186,78,16.07,108.22,77.0,9.17
460,krishnagiri,32,IN,1579874435,50,12.53,78.23,67.03,2.59
461,khotkovo,90,RU,1579874435,97,56.26,38.0,33.8,15.66
462,manzanillo,0,CU,1579874435,59,20.34,-77.12,74.79,5.19
463,prescott,1,US,1579874244,55,34.54,-112.47,44.01,8.05
464,oussouye,32,SN,1579874436,28,12.48,-16.55,93.2,6.93
465,tougan,69,BF,1579874436,5,13.07,-3.07,95.16,16.26
466,ambanja,100,MG,1579874436,89,-13.68,48.45,76.32,3.13
467,naze,90,JP,1579874436,94,28.37,129.48,69.8,9.17
468,galle,1,LK,1579874436,76,6.04,80.22,82.71,11.99
469,dinagat,0,PH,1579874437,81,9.96,125.59,81.0,12.12
470,bucak,0,TR,1579874437,35,37.46,30.59,53.6,6.93
471,sayat,0,TM,1579874437,53,38.78,63.88,50.0,11.41
472,pudsey,40,GB,1579874437,81,53.8,-1.66,50.0,16.11
473,slobodskoy,100,RU,1579874438,96,58.73,50.18,10.56,5.64
474,lompoc,1,US,1579874438,100,34.64,-120.46,55.0,13.58
475,mangai,99,CD,1579874344,30,-4.05,19.53,92.91,3.91
476,havre-saint-pierre,1,CA,1579874438,55,50.23,-63.6,8.6,3.36
477,qurayyat,75,SA,1579874438,75,31.33,37.34,42.8,23.04
478,koslan,83,RU,1579874038,100,63.46,48.9,-1.77,2.59
479,teseney,2,ER,1579874438,17,15.11,36.66,79.34,13.69
480,koutsouras,0,GR,1579874438,43,35.03,25.95,57.99,13.0
481,ingham,90,US,1579874439,94,42.6,-84.38,35.6,8.05
482,kayes,1,ML,1579874439,10,14.0,-11.0,104.95,13.94
483,dingle,13,PH,1579874439,93,11.0,122.67,74.62,9.55
484,kangaatsiaq,100,GL,1579874439,89,68.31,-53.46,15.71,10.07
485,roma,90,US,1579874376,63,43.21,-75.46,35.01,8.05
486,kisiwani,100,TZ,1579874439,76,-4.13,37.95,76.24,0.96
487,qasigiannguit,75,GL,1579874440,56,68.82,-51.19,14.0,3.36
488,gamba,69,GA,1579874047,74,-2.65,10.0,83.91,8.52
489,sorland,40,NO,1579874440,92,67.67,12.69,26.6,3.36
490,sitka,90,US,1579874440,97,57.05,-135.33,35.6,11.41
491,tondano,20,ID,1579874440,100,1.3,124.91,75.2,3.36
492,liwale,85,TZ,1579874440,93,-9.77,37.93,77.07,3.51
493,domoni,100,KM,1579874016,82,-12.26,44.53,81.66,16.55
494,talkha,0,EG,1579874441,49,31.05,31.38,52.66,7.85
495,esil,100,KZ,1579874441,95,51.96,66.4,21.27,11.07
496,pevek,0,RU,1579874441,97,69.7,170.31,-27.8,3.29
497,coihaique,75,CL,1579874441,58,-45.58,-72.07,59.0,11.41
498,camacha,20,PT,1579874441,59,33.08,-16.33,62.6,19.46
499,japura,57,ID,1579874441,93,-0.32,102.35,74.68,2.66
500,shingu,82,JP,1579874441,70,33.73,135.98,51.71,11.45
501,huarmey,32,PE,1579874442,54,-10.07,-78.15,79.99,6.4
502,nishihara,75,JP,1579874442,88,26.18,127.76,71.6,4.7
503,beckley,100,US,1579874380,81,37.78,-81.19,48.2,18.57
504,solton,100,RU,1579874442,78,52.84,86.48,27.61,4.34
505,lar gerd,38,IN,1579874442,73,26.2,83.97,53.35,2.86
506,uryupinsk,44,RU,1579874442,76,50.8,42.01,27.0,1.01
507,sao paulo de olivenca,0,IN,1579874442,43,20.51,76.21,71.51,4.61
508,mao,40,ES,1579874442,63,39.89,4.27,60.8,4.7
509,fort saint john,90,NL,1579874442,93,52.65,6.39,39.0,11.41
510,kharabali,31,RU,1579874443,82,47.42,47.26,21.15,11.39
511,solnechnyy,100,RU,1579874443,92,50.72,136.63,-8.0,2.19
512,virginia beach,90,US,1579874328,93,37.55,-77.45,39.99,6.82
513,ambon,20,ID,1579874038,88,-3.7,128.18,78.8,5.82
514,mayumba,78,GA,1579874443,72,-3.43,10.66,84.18,7.56
515,mudanjiang,95,CN,1579874443,84,44.58,129.6,-6.25,2.84
516,avila,75,ES,1579874443,81,40.58,-5.0,46.4,3.36
517,longyan,100,CN,1579874443,97,25.11,117.02,57.65,3.04
518,salinopolis,99,BR,1579874443,79,-0.61,-47.36,82.36,12.86
519,massaguet,27,TD,1579874444,6,12.48,15.44,86.0,12.75
520,pitimbu,75,BR,1579874009,70,-7.47,-34.81,86.0,11.41
521,pascagoula,90,US,1579874180,93,30.37,-88.56,53.6,8.05
522,tyrma,0,RU,1579874444,93,50.08,132.17,-21.03,3.2
523,oroville,20,US,1579874444,93,39.51,-121.56,48.2,1.07
524,nagapattinam,5,IN,1579874444,74,10.77,79.83,79.36,13.31
525,richards bay,90,US,1579874444,92,46.84,-95.91,26.6,2.84
526,davenda,0,RU,1579874444,94,53.56,119.32,-18.78,2.48
527,cao bang,100,ES,1579874445,58,43.14,-5.7,57.99,5.82
528,chabahar,90,IR,1579874445,88,25.29,60.64,69.8,9.17
529,newport,90,GB,1579874223,93,51.59,-3.0,46.0,2.24
